frame_idx,replica_frame_id,pred_median_raw,gt_median_m,median_gt_over_pred,raw_abs_rel,raw_rmse,raw_log_l1,best_scaled_abs_rel,depth_anchor_scaled_abs_rel,point_anchor_scaled_abs_rel
0,0,0.8550460636615753,2.6895551681518555,3.17517309453293,0.6838085069894575,1.9857135895313056,1.1518365806940858,0.01501745747860855,0.13903282749960139,0.01847639148455564
1,1,0.8590987920761108,2.7005417346954346,3.175276019737499,0.6839773966846543,1.9929104623304759,1.1523412717368862,0.014810284275102963,0.13953515796395607,0.017999597069344325
2,2,0.8661216795444489,2.709315538406372,3.1657227516576745,0.682600910943583,1.9968165890869833,1.1480113752960148,0.014995889052431065,0.13586100806387147,0.02144798249284179
3,3,0.8638473451137543,2.7206835746765137,3.1804406388040323,0.6841311851451084,2.0069180458117595,1.1528382944677809,0.014685182211007045,0.1399204680566979,0.01767706116995032
4,4,0.8641861081123352,2.7293813228607178,3.1808277753842304,0.6846929467454684,2.014051308510165,1.1546163895429795,0.014685860502017393,0.14144738215203298,0.016677120556965647
5,5,0.8678309619426727,2.7398335933685303,3.1788578302461046,0.6844527232660287,2.0189462788582175,1.1538357540375563,0.015321379004066698,0.14075673396747396,0.017353937696586195
6,6,0.8706309199333191,2.748912811279297,3.1792328533403187,0.6846898675880617,2.0239444678064866,1.1546223512254072,0.015271411555181367,0.14139561604384046,0.017658429433178732
7,7,0.8735761642456055,2.758526086807251,3.1864019680586644,0.6850105626793159,2.0301592988454655,1.1556264704446821,0.0155037786481217,0.14225927755251858,0.016793495725143957
